source,target,bytes,source_sha256,target_sha256,classification,note
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\USER_MANUAL_DRAFT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\USER_MANUAL_DRAFT.md,1123,b9e223be06ecc5ee893dd17ecd74c08bb3d9304e6778b7bbe4e97409401aca89,b9e223be06ecc5ee893dd17ecd74c08bb3d9304e6778b7bbe4e97409401aca89,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\.gitkeep,5,f660a7996deacfbc7560e4240054a8ad82eb02fe25a95064257e07084bcacb85,f660a7996deacfbc7560e4240054a8ad82eb02fe25a95064257e07084bcacb85,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0001-command-dash-as-reference.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0001-command-dash-as-reference.md,271,7c47ffa3e4e2c5ae662cf3626416a18566877cab5fbeda857c577ee8e611d710,7c47ffa3e4e2c5ae662cf3626416a18566877cab5fbeda857c577ee8e611d710,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0002-file-status-first-sqlite-later.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0002-file-status-first-sqlite-later.md,285,48190934fa2c83d0812441c6ed34d1efe2bd9d3e53f493e2d0cb765df7b17655,48190934fa2c83d0812441c6ed34d1efe2bd9d3e53f493e2d0cb765df7b17655,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0003-read-only-first.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0003-read-only-first.md,214,3169f47d8ddffbe87e58601b279f20da3ae132dfcc2d6768b5653df58e643de9,3169f47d8ddffbe87e58601b279f20da3ae132dfcc2d6768b5653df58e643de9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0004-no-live-trading-in-mvp.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0004-no-live-trading-in-mvp.md,264,25a6206e8197a88f904f0b2a72f3b3e4b99fbd4e49e45fd5d7716e78ea0d01e0,25a6206e8197a88f904f0b2a72f3b3e4b99fbd4e49e45fd5d7716e78ea0d01e0,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0005-pine-builder-standalone-drafts.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0005-pine-builder-standalone-drafts.md,270,8b301180b6bfe566b74d36aaf0791c477cdb298ca9374c661f03425ca446a8c8,8b301180b6bfe566b74d36aaf0791c477cdb298ca9374c661f03425ca446a8c8,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0006-single-writer-lockfile-before-database.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0006-single-writer-lockfile-before-database.md,322,175301f2b2ad29fb275c73b44c2cbe2c4e92abf2e8e28030e0eb5ab7d5a5ba9d,175301f2b2ad29fb275c73b44c2cbe2c4e92abf2e8e28030e0eb5ab7d5a5ba9d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0007-utf8-and-windows-path-policy.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0007-utf8-and-windows-path-policy.md,289,67e2f4e632daa4451834fad1788c13abe1bf856b2eb0cea6da33531a58f4ae6b,67e2f4e632daa4451834fad1788c13abe1bf856b2eb0cea6da33531a58f4ae6b,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0008-lineage-required-for-executed-results.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0008-lineage-required-for-executed-results.md,281,a987c8eaa3c011d7679f67449f0ab061f8520f999ecb1a129f0617f6717450ef,a987c8eaa3c011d7679f67449f0ab061f8520f999ecb1a129f0617f6717450ef,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0009-manual-tradingview-export-manifest.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0009-manual-tradingview-export-manifest.md,276,85b1b57551c69ce6e103ab8494ff9a954ba0f7aae1fb110ba7834c6cd659d260,85b1b57551c69ce6e103ab8494ff9a954ba0f7aae1fb110ba7834c6cd659d260,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0010-protected-core-path-policy.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0010-protected-core-path-policy.md,311,4a866f3e1684f4bf57d0769959dc976cca39ceadc22078e0e84dc6abcbdae491,4a866f3e1684f4bf57d0769959dc976cca39ceadc22078e0e84dc6abcbdae491,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0011-subprocess-environment-isolation.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0011-subprocess-environment-isolation.md,313,628b743a9fa773079f2cba029ab9692ccfba43e8f568d5f0b0d3d342fbf43d6d,628b743a9fa773079f2cba029ab9692ccfba43e8f568d5f0b0d3d342fbf43d6d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0012-mechanical-protected-path-hook.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0012-mechanical-protected-path-hook.md,308,f107eabba408b4d5b77762d55717122db717b11c2d2b6d02034303baaf6a3657,f107eabba408b4d5b77762d55717122db717b11c2d2b6d02034303baaf6a3657,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0013-manual-input-drop-folder.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0013-manual-input-drop-folder.md,273,944bd3f4db13d9309e39271616759f14183ea891cc2540fa31833e99e083b1db,944bd3f4db13d9309e39271616759f14183ea891cc2540fa31833e99e083b1db,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0014-minimal-status-event-ledger.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0014-minimal-status-event-ledger.md,304,1624e1612a3003f90f925721f7a6e657162e5db138c5121244e51d82b8dbb9b4,1624e1612a3003f90f925721f7a6e657162e5db138c5121244e51d82b8dbb9b4,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0015-command-allowlist-and-network-gate.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0015-command-allowlist-and-network-gate.md,317,5c3835ab2fcc313b4adbc49305f91e06d4418abeb9c1f5e36f711e8fb10595ff,5c3835ab2fcc313b4adbc49305f91e06d4418abeb9c1f5e36f711e8fb10595ff,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0016-mvp1-read-model-and-path-config.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0016-mvp1-read-model-and-path-config.md,316,3a6f17a226f8a79bc8bc64094f13594bc8a34bd1d96f60fdddbb4f8eb741e1b5,3a6f17a226f8a79bc8bc64094f13594bc8a34bd1d96f60fdddbb4f8eb741e1b5,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0017-windows-safe-lock-and-atomic-write-recovery.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ADR\ADR-0017-windows-safe-lock-and-atomic-write-recovery.md,356,f11af3842510d79861e5175e53a91d9485822c80a3688bebcfa88b33dcf9f446,f11af3842510d79861e5175e53a91d9485822c80a3688bebcfa88b33dcf9f446,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\hooks\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\hooks\.gitkeep,5,f660a7996deacfbc7560e4240054a8ad82eb02fe25a95064257e07084bcacb85,f660a7996deacfbc7560e4240054a8ad82eb02fe25a95064257e07084bcacb85,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\hooks\protected_paths_hook.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\hooks\protected_paths_hook.py,2366,b997aa556a86d1a7873ba076cf8737f500530bc7593dff548079635f91d997c7,b997aa556a86d1a7873ba076cf8737f500530bc7593dff548079635f91d997c7,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\10_ARCHIVE\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\10_ARCHIVE\.gitkeep,37,305c98197a17642d5728d43db2275996e811b2dec2d2834db8343507cb976517,305c98197a17642d5728d43db2275996e811b2dec2d2834db8343507cb976517,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\.gitignore,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\.gitignore,554,dde1b0f4c312603a7322c020a67c4a3b9fd5e551b90431303afaf6cf05d2ebc9,dde1b0f4c312603a7322c020a67c4a3b9fd5e551b90431303afaf6cf05d2ebc9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\2026-05-30_rejected_worklist.xlsx,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\2026-05-30_rejected_worklist.xlsx,26508,e1f5bea6735676b17bf200b8d222022ee550109e7ba57faecb1aef7b09c2e7c5,e1f5bea6735676b17bf200b8d222022ee550109e7ba57faecb1aef7b09c2e7c5,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\aggregate_overnight_iters.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\aggregate_overnight_iters.py,8744,fc19d6edcb17d5739089ffa190ea7dc3bbb5666429a2f32e6d34241cf7b43e30,fc19d6edcb17d5739089ffa190ea7dc3bbb5666429a2f32e6d34241cf7b43e30,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\analyze_transcripts.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\analyze_transcripts.py,12930,0c66f898505183e61ad7160b001a2d76cb0c043c2aa7ffb4e5c2520788576131,0c66f898505183e61ad7160b001a2d76cb0c043c2aa7ffb4e5c2520788576131,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\andrew_connell_deep_read_2026-05-30.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\andrew_connell_deep_read_2026-05-30.md,3185,bd4ddade303ada254a83996ab8a6e3adf65f2abf33f1dac3092c68fb69dfc28c,bd4ddade303ada254a83996ab8a6e3adf65f2abf33f1dac3092c68fb69dfc28c,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\audit_eligibility_jump_review_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\audit_eligibility_jump_review_2026-05-31.md,3195,24a746d2e10e817fcaefb493030e485c90d6fa3670ed929ce7af649321304fc1,24a746d2e10e817fcaefb493030e485c90d6fa3670ed929ce7af649321304fc1,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\block_bootstrap_christian_or.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\block_bootstrap_christian_or.py,8047,67577f718def1b172d5f0e62ce62235295bc93b8b0b3dd62bac58ec0af50418b,67577f718def1b172d5f0e62ce62235295bc93b8b0b3dd62bac58ec0af50418b,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\christian_or_parity_packet_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\christian_or_parity_packet_2026-05-31.md,1728,8032eafd8071d743fcf86e03d1d6a8f0b162e11b3db4133f320bcfbd69baa710,8032eafd8071d743fcf86e03d1d6a8f0b162e11b3db4133f320bcfbd69baa710,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\christian_or_validation_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\christian_or_validation_2026-05-31.md,4987,03331c5cbc3b76759c3da8a44799832ae91a78f1646bd677a10ccd81a51d22aa,03331c5cbc3b76759c3da8a44799832ae91a78f1646bd677a10ccd81a51d22aa,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\deepak_comparison_2026-05-30.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\deepak_comparison_2026-05-30.md,4976,fefcf3600d1a26aa96c00d302edfdf0c2e1b48c41ffbd4f18ab53753734b49c9,fefcf3600d1a26aa96c00d302edfdf0c2e1b48c41ffbd4f18ab53753734b49c9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\deep_sample.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\deep_sample.py,6227,b6d70df124572ae5b647ce6b112a1ccaf440b8c4670a0327a4bb1a2da3e6fd1d,b6d70df124572ae5b647ce6b112a1ccaf440b8c4670a0327a4bb1a2da3e6fd1d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\export_mtc_v2_readiness.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\export_mtc_v2_readiness.py,3968,1c900205f76f7ecff3e145bc97cf1f9aa247b81c9e20e07be3613c58a3e06632,1c900205f76f7ecff3e145bc97cf1f9aa247b81c9e20e07be3613c58a3e06632,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\extract_urls_from_intakes.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\extract_urls_from_intakes.py,5486,ad9f25f4ec450aa6678acf14efa41a93b9f4e095240babc12a46daa48c45ab45,ad9f25f4ec450aa6678acf14efa41a93b9f4e095240babc12a46daa48c45ab45,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\focused_validation.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\focused_validation.py,5480,7c4e3dca9a6d55c23cbe876da2dbc321800771ee354908924121c76d630f203e,7c4e3dca9a6d55c23cbe876da2dbc321800771ee354908924121c76d630f203e,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\focused_validation_report_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\focused_validation_report_2026-05-31.md,10940,d2e95e4901fd806fd035791227068a5c19e1bc81c71a555329238c5b58f8c804,d2e95e4901fd806fd035791227068a5c19e1bc81c71a555329238c5b58f8c804,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\generate_worklist.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\generate_worklist.py,9753,924df13f88e3611e7f7fda2d00963c0ee39328fe09e2419b67c68e886cfb1985,924df13f88e3611e7f7fda2d00963c0ee39328fe09e2419b67c68e886cfb1985,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\ingest.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\ingest.py,14394,2bb819984dcf19c661298144d7f5e4cfad76c2d844a5e6879e7e7cd8f75d4f9f,2bb819984dcf19c661298144d7f5e4cfad76c2d844a5e6879e7e7cd8f75d4f9f,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\mcc_audit_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\mcc_audit_2026-05-31.md,7440,6c612b21eb0c9b34e95cffca45e2e0d69048e8877dbd28087ba854bac45b7a64,6c612b21eb0c9b34e95cffca45e2e0d69048e8877dbd28087ba854bac45b7a64,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\morning_report_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\morning_report_2026-05-31.md,51744,2777c1cab3142474597b80984511f313a1cd4a4c3314df56f224878843a33e9b,2777c1cab3142474597b80984511f313a1cd4a4c3314df56f224878843a33e9b,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\mtc_v2_readiness_export_2026-05-31.csv,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\mtc_v2_readiness_export_2026-05-31.csv,46582,b3cc8923d8e6c0687e2250ea3cd04f3939ddfbd3cb677187faa19f83b88a994d,b3cc8923d8e6c0687e2250ea3cd04f3939ddfbd3cb677187faa19f83b88a994d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\mtc_v2_readiness_export_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\mtc_v2_readiness_export_2026-05-31.md,4412,5b18002999a831f03ffe1e9c1392c8145d01d3b88746e1e8ed496b46d9817547,5b18002999a831f03ffe1e9c1392c8145d01d3b88746e1e8ed496b46d9817547,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\OVERNIGHT_LESSONS_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\OVERNIGHT_LESSONS_2026-05-31.md,8582,43292ccd7b5553fb0f4287b238a6fdddf14c6d075bcbffedd7deb894d5084a51,43292ccd7b5553fb0f4287b238a6fdddf14c6d075bcbffedd7deb894d5084a51,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\overnight_loop.sh,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\overnight_loop.sh,1496,60561fbeb7b0cd87b71201fba69c597c624fa98d79ab425e40fd69b5cae8813c,60561fbeb7b0cd87b71201fba69c597c624fa98d79ab425e40fd69b5cae8813c,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\overnight_orchestrator.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\overnight_orchestrator.py,25091,68f933188882e927c3e716a6200fbb6ed86d6e0698c1fa71b890072300b42ba4,68f933188882e927c3e716a6200fbb6ed86d6e0698c1fa71b890072300b42ba4,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\overnight_plan_2026-05-30.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\overnight_plan_2026-05-30.md,9307,8ac1fcaaeff356bd5917a221aac83f3c442c2330df2ccffaf3e200eb8118ecfc,8ac1fcaaeff356bd5917a221aac83f3c442c2330df2ccffaf3e200eb8118ecfc,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\overnight_v2_runner.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\overnight_v2_runner.py,22774,a010163cdc0c00df314ccbc1f5f1d8e471ae871a8545ed384d72c4a0adf69d7a,a010163cdc0c00df314ccbc1f5f1d8e471ae871a8545ed384d72c4a0adf69d7a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\promotion_packets_2026-05-30.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\promotion_packets_2026-05-30.md,12120,9e276c3f972b2118e61f19d1ac5dd2b1082daa2a9ddd5e1cedb89f2b3585cb78,9e276c3f972b2118e61f19d1ac5dd2b1082daa2a9ddd5e1cedb89f2b3585cb78,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\README.md,2563,deb4b1da10dffd25ca3bccfaf07e1717affb5c74f15248d7317db3365c0c1ba3,deb4b1da10dffd25ca3bccfaf07e1717affb5c74f15248d7317db3365c0c1ba3,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\reclassification_audit_2026-05-30.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\reclassification_audit_2026-05-30.md,15357,bff48400fa32f23333d26950796922aa534b0635b494698af869cf15c7656c01,bff48400fa32f23333d26950796922aa534b0635b494698af869cf15c7656c01,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\reclassification_decisions_2026-05-30.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\reclassification_decisions_2026-05-30.md,6865,66da22e8cf98d657b70325e94ab03d183d1e2a23ceb5feef3eb65ccdfc249779,66da22e8cf98d657b70325e94ab03d183d1e2a23ceb5feef3eb65ccdfc249779,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\refactor_candidates_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\refactor_candidates_2026-05-31.md,1257,6118058e7a7e15aa5ffa007b082221abfb5a89c84fb1a06204b7e86d02f8f90e,6118058e7a7e15aa5ffa007b082221abfb5a89c84fb1a06204b7e86d02f8f90e,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\review_human_samples_2026-05-30.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\review_human_samples_2026-05-30.md,68308,e2eb458a06da73c524f0a3e606e62fe6826ff3a8a42f98082076728204dd3984,e2eb458a06da73c524f0a3e606e62fe6826ff3a8a42f98082076728204dd3984,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\sample_for_review.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\sample_for_review.py,5496,a6944a47d34d7df9c2f5ecd9651d25e6374418bfb8aea7b068e4a260bec87934,a6944a47d34d7df9c2f5ecd9651d25e6374418bfb8aea7b068e4a260bec87934,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\scorecard_and_mtc_v2_readiness_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\scorecard_and_mtc_v2_readiness_2026-05-31.md,2979,6d231d303259ce4413381ad51299603e8abb47f3abcb91c12cf9429f09663e5a,6d231d303259ce4413381ad51299603e8abb47f3abcb91c12cf9429f09663e5a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\short_side_scaffolding_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\short_side_scaffolding_2026-05-31.md,1151,00534ac0565400518c39ce775745bb6cfc72efdf8fcccd807572a12537da96e9,00534ac0565400518c39ce775745bb6cfc72efdf8fcccd807572a12537da96e9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
